,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries_x,Carries_x,Take-Ons_x,Take-Ons_x,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Receiving,Receiving,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Aerial Duels,Aerial Duels,Aerial Duels,club,date
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries_x,PrgC,Att,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries_y,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Unnamed: 123_level_1,Unnamed: 124_level_1
8314,Todd Cantwell,14.0,eng ENG,LW,22-009,45,0,0,0,0,0,0,0,0,23,2,0,1,0.0,0.0,0.0,0,0,9,14,64.3,1,14,1,1,1,9,14,64.3,168,4,4,6,66.7,3,3,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,14,14,0,0,0,0,1,0,0,0,0,0,9,0,1,2,1,1,1,0,1,4,25.0,3,1,0,1,0,2,0,0,23,0,6,11,7,1,23,1,1,100.0,0,0.0,14,49,36,1,2,1,4,1,16,1,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,,Norwich City,20200307
8315,Josip Drmić,20.0,ch SUI,FW,27-212,45,0,0,0,0,4,1,0,0,17,0,0,1,1.6,1.6,0.0,1,0,11,12,91.7,0,9,0,0,0,11,12,91.7,123,10,8,8,100.0,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,17,0,0,9,8,3,17,0,0,,0,,9,35,6,0,1,0,0,2,14,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,50.0,Norwich City,20200307
8316,Emi Buendía,17.0,ar ARG,"RW,RM,AM",23-073,90,0,0,0,0,2,0,0,0,71,2,0,0,0.0,0.0,0.1,5,0,46,60,76.7,5,56,6,3,3,46,60,76.7,733,229,25,29,86.2,15,19,78.9,6,8,75.0,0,0.1,0.1,2,6,1,0,5,60,56,3,0,1,0,4,1,2,1,1,0,46,1,3,2,1,2,0,0,1,4,25.0,3,0,0,0,0,2,1,0,71,3,11,39,22,0,71,3,3,100.0,0,0.0,56,295,163,6,4,0,3,4,56,2,0,0,0,2,3,0,4,0,1,0,0,0,5,2,3,40.0,Norwich City,20200307
8317,Ondrej Duda,25.0,sk SVK,AM,25-093,86,0,0,0,0,0,0,0,0,48,3,0,0,0.0,0.0,0.1,2,0,32,40,80.0,1,21,1,2,1,32,40,80.0,437,116,23,26,88.5,4,5,80.0,3,5,60.0,0,0.1,0.1,2,3,0,0,1,40,37,3,0,0,0,3,0,3,3,0,0,32,0,1,3,1,2,1,0,1,3,33.3,2,0,0,0,0,3,2,0,48,3,7,32,9,0,48,2,1,50.0,1,50.0,21,100,31,1,0,0,2,0,30,2,0,0,0,2,0,0,3,0,1,0,0,0,5,1,2,33.3,Norwich City,20200307
8318,Adam Idah,35.0,ie IRL,AM,19-025,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Norwich City,20200307
8319,Kenny McLean,23.0,sct SCO,"DM,LM",28-059,90,0,0,0,0,0,0,0,0,60,2,2,1,0.0,0.0,0.0,0,0,32,47,68.1,3,29,1,1,1,32,47,68.1,515,179,14,16,87.5,15,19,78.9,1,7,14.3,0,0.0,0.1,0,1,2,1,3,47,44,2,1,0,0,3,1,0,0,0,0,32,1,1,2,1,1,0,1,1,2,50.0,1,1,1,0,2,4,3,0,60,5,19,28,13,0,60,1,1,100.0,0,0.0,29,180,32,1,1,0,4,2,40,4,0,0,0,0,1,0,3,2,1,0,0,0,5,4,4,50.0,Norwich City,20200307
8320,Alexander Tettey,27.0,no NOR,DM,33-338,65,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,1,0,44,47,93.6,2,27,0,1,1,44,47,93.6,666,233,27,28,96.4,13,14,92.9,4,5,80.0,0,0.0,0.0,0,1,0,0,2,47,45,2,1,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,52,5,19,32,1,0,52,1,1,100.0,0,0.0,27,144,87,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,83.3,Norwich City,20200307
8321,Mario Vrančić,8.0,ba BIH,CM,30-289,25,0,0,0,0,1,1,0,0,24,4,0,0,0.8,0.8,0.6,3,0,13,17,76.5,1,13,2,0,0,13,17,76.5,225,40,7,8,87.5,1,2,50.0,4,6,66.7,0,0.6,0.7,1,1,0,0,1,17,15,2,0,0,0,0,2,0,0,0,0,13,0,0,4,4,3,1,0,4,4,100.0,0,0,0,0,0,4,0,0,24,0,9,13,2,2,24,0,0,,0,,13,82,54,2,0,0,0,1,13,0,0,0,0,1,2,0,0,0,4,0,0,0,3,0,0,,Norwich City,20200307
8322,Jamal Lewis,12.0,nir NIR,LB,22-042,90,0,0,0,0,1,1,0,0,70,0,0,1,0.1,0.1,0.0,0,0,48,58,82.8,1,34,3,0,0,48,58,82.8,746,274,25,29,86.2,18,20,90.0,2,4,50.0,0,0.0,0.0,0,0,0,0,1,58,39,19,0,0,0,2,19,0,0,0,0,48,0,1,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,3,0,70,5,33,24,13,1,70,0,0,,0,,34,193,88,3,2,0,2,3,33,3,0,0,0,0,2,0,2,0,0,0,0,0,8,0,2,0.0,Norwich City,20200307
8323,Ben Godfrey,4.0,eng ENG,CB,22-052,90,0,0,0,0,1,1,0,0,86,0,1,1,0.1,0.1,0.0,3,0,62,73,84.9,3,59,3,1,1,62,73,84.9,1181,313,21,22,95.5,32,37,86.5,8,12,66.7,0,0.0,0.0,0,1,0,0,3,73,71,2,2,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,8,0,86,17,59,26,2,1,86,1,1,100.0,0,0.0,59,338,211,3,1,0,0,0,59,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,4,42.9,Norwich City,20200307
8324,Grant Hanley,5.0,sct SCO,CB,28-108,90,0,0,0,0,0,0,0,0,90,3,3,1,0.0,0.0,0.0,0,0,62,74,83.8,0,54,0,0,0,62,74,83.8,1107,231,31,33,93.9,24,28,85.7,7,12,58.3,0,0.0,0.0,0,1,0,0,0,74,72,1,1,0,0,0,0,0,0,0,0,62,1,0,3,1,3,0,0,0,0,,0,1,0,1,3,6,7,0,90,11,53,37,1,0,90,0,0,,0,,54,186,62,0,0,0,0,0,58,0,0,0,0,1,2,0,0,3,1,0,0,0,5,3,1,75.0,Norwich City,20200307
8325,Max Aarons,2.0,eng ENG,RB,20-063,90,0,0,0,0,0,0,0,0,64,1,2,0,0.0,0.0,0.1,2,0,44,58,75.9,6,42,5,0,0,44,58,75.9,652,235,28,31,90.3,14,19,73.7,1,6,16.7,0,0.1,0.1,1,2,2,1,6,58,49,9,1,0,0,7,8,0,0,0,0,44,0,1,1,1,0,1,0,0,2,0.0,2,0,0,0,2,3,0,0,64,3,15,31,18,0,64,0,0,,0,,42,301,163,5,3,0,3,0,43,5,0,0,0,0,0,0,7,2,1,0,0,0,2,0,1,0.0,Norwich City,20200307
8326,Tim Krul,1.0,nl NED,GK,31-339,90,0,0,0,0,0,0,0,0,66,0,0,0,0.0,0.0,0.0,0,0,50,65,76.9,0,46,0,0,0,50,65,76.9,1361,831,6,6,100.0,31,32,96.9,13,27,48.1,0,0.0,0.0,0,2,0,0,0,65,53,12,7,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,66,40,62,4,0,0,66,0,0,,0,,46,220,147,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Norwich City,20200307
8327,14 Players,,,,,990,0,0,0,0,12,4,0,0,699,18,8,6,3.0,3.0,0.9,19,0,465,585,79.5,24,419,24,11,10,465,585,79.5,8078,2707,226,251,90.0,173,201,86.1,53,98,54.1,0,0.9,1.0,7,18,5,2,24,585,525,57,13,1,0,22,32,5,4,1,0,465,3,11,18,11,12,5,1,8,20,40.0,12,6,3,3,8,26,29,0,699,92,295,296,112,16,699,11,10,90.9,1,9.1,419,2219,1133,24,15,2,21,13,459,24,0,0,0,8,12,3,22,8,11,0,0,0,47,23,20,53.5,Norwich City,20200307
8328,Danny Ings,9.0,eng ENG,"LM,FW",27-228,90,0,0,0,0,1,0,0,0,22,4,0,2,0.1,0.1,0.0,1,0,6,13,46.2,2,7,0,1,0,6,13,46.2,115,20,1,3,33.3,4,6,66.7,1,3,33.3,0,0.0,0.0,0,0,1,0,2,13,13,0,0,0,0,1,0,0,0,0,0,6,0,1,4,4,3,1,0,2,6,33.3,4,2,1,1,0,4,2,0,22,3,5,7,11,1,22,1,0,0.0,1,100.0,7,44,6,0,0,0,3,1,12,6,0,0,0,3,0,0,1,0,4,0,0,0,4,1,3,25.0,Southampton,20200307
8329,Shane Long,7.0,ie IRL,FW,33-045,76,0,0,0,0,3,1,0,0,36,1,0,0,0.4,0.4,0.0,0,0,14,23,60.9,1,19,2,1,1,14,23,60.9,168,14,9,13,69.2,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,1,0,1,23,23,0,0,0,0,2,0,0,0,0,0,14,0,1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,36,0,2,13,21,4,36,1,1,100.0,0,0.0,19,87,37,2,0,1,8,0,33,9,0,0,0,2,2,0,2,0,0,0,0,0,0,7,3,70.0,Southampton,20200307
8330,Che Adams,10.0,sct SCO,FW,23-238,14,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0,1,2,50.0,7,3,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,3,2,0,5,0,0,,0,,3,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Southampton,20200307
8331,Moussa Djenepo,12.0,ml MLI,LM,21-266,27,0,0,0,0,0,0,0,1,16,1,1,3,0.0,0.0,0.0,0,0,2,7,28.6,0,10,3,0,0,2,7,28.6,23,0,2,4,50.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,7,7,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,100.0,0,3,0,3,1,2,0,0,16,0,4,6,6,2,16,0,0,,0,,10,100,63,3,1,2,1,1,10,1,0,1,0,1,1,0,2,1,0,0,0,0,3,0,1,0.0,Southampton,20200307
8332,Pierre Højbjerg,23.0,dk DEN,CM,24-215,90,0,0,0,0,0,0,0,0,50,2,2,1,0.0,0.0,0.1,2,0,31,42,73.8,6,22,1,0,0,31,42,73.8,548,258,18,20,90.0,9,16,56.3,4,6,66.7,0,0.1,0.1,2,8,1,0,6,42,41,1,1,1,0,1,0,0,0,0,0,31,0,0,2,0,2,0,0,1,3,33.3,2,1,0,1,2,4,1,0,50,2,12,28,11,0,50,0,0,,0,,22,138,52,1,2,0,1,1,25,1,0,0,0,2,2,0,1,2,0,0,0,0,7,1,0,100.0,Southampton,20200307
8333,James Ward-Prowse,16.0,eng ENG,CM,25-127,90,0,0,0,0,0,0,0,0,44,2,1,0,0.0,0.0,0.0,0,0,31,38,81.6,6,14,1,0,0,31,38,81.6,517,160,14,16,87.5,16,18,88.9,1,4,25.0,0,0.0,0.0,0,5,0,0,6,38,31,7,4,0,0,3,0,2,1,1,0,31,0,0,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,3,0,44,3,9,22,13,0,44,0,0,,0,,14,83,22,1,1,0,0,0,18,1,0,0,0,0,2,0,3,1,1,0,0,0,5,4,1,80.0,Southampton,20200307
8334,Sofiane Boufal,19.0,ma MAR,RM,26-172,84,0,0,0,0,1,1,0,0,40,3,1,3,0.0,0.0,0.0,1,0,17,26,65.4,1,22,2,8,6,17,26,65.4,228,64,13,15,86.7,3,6,50.0,1,4,25.0,0,0.0,0.0,0,2,0,0,1,26,25,1,0,0,0,3,0,0,0,0,0,17,0,0,3,1,1,0,2,2,3,66.7,1,3,0,3,1,4,0,0,40,2,9,14,17,2,40,8,6,75.0,2,25.0,22,207,72,2,2,2,1,4,25,0,0,0,0,2,1,0,3,1,1,0,1,0,5,1,1,50.0,Southampton,20200307
8335,Michael Obafemi,20.0,ie IRL,RM,19-245,6,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,1,1,1,2,50.0,11,9,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,3,1,1,100.0,0,0.0,1,5,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Southampton,20200307
8336,Ryan Bertrand,21.0,eng ENG,LB,30-215,90,0,0,0,0,0,0,0,0,62,1,1,4,0.0,0.0,0.4,2,0,35,52,67.3,1,19,0,1,1,35,52,67.3,519,237,19,24,79.2,13,19,68.4,2,6,33.3,0,0.4,0.5,2,3,0,0,1,52,33,19,3,0,0,7,13,3,3,0,0,35,0,1,1,1,1,0,0,1,1,100.0,0,4,1,3,1,2,1,0,62,1,15,21,26,1,62,1,1,100.0,0,0.0,19,80,49,0,0,0,1,2,27,6,0,0,0,1,2,0,7,1,1,0,0,0,1,0,0,,Southampton,20200307
8337,Jan Bednarek,35.0,pl POL,CB,23-330,90,0,0,0,0,0,0,0,0,53,1,1,1,0.0,0.0,0.0,1,0,29,43,67.4,4,16,0,0,0,29,43,67.4,502,218,16,21,76.2,10,16,62.5,3,6,50.0,0,0.0,0.0,0,3,0,0,4,43,40,3,3,0,0,0,0,0,0,0,0,29,0,0,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,8,0,53,8,28,24,2,0,53,0,0,,0,,16,49,21,0,0,0,0,0,21,0,0,0,0,1,1,0,0,1,1,0,0,0,4,3,0,100.0,Southampton,20200307
8338,Jack Stephens,5.0,eng ENG,CB,26-040,90,0,0,0,0,0,0,0,0,46,1,0,2,0.0,0.0,0.0,1,0,27,40,67.5,4,24,1,0,0,27,40,67.5,566,280,8,9,88.9,16,18,88.9,3,9,33.3,0,0.0,0.0,0,4,0,0,4,40,39,1,1,0,0,0,0,0,0,0,0,27,0,2,1,1,1,0,0,1,3,33.3,2,2,1,1,0,1,3,0,46,5,17,29,1,0,46,0,0,,0,,24,154,91,1,0,0,0,0,27,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,3,0.0,Southampton,20200307
8339,Yan Valery,43.0,tn TUN,RB,21-014,90,0,0,0,0,1,1,0,0,52,3,3,2,0.1,0.1,0.0,1,0,20,33,60.6,2,14,4,3,2,20,33,60.6,291,131,12,14,85.7,7,13,53.8,1,4,25.0,0,0.0,0.0,0,1,0,0,2,33,22,11,0,0,0,2,11,0,0,0,0,20,0,1,3,2,1,1,1,2,5,40.0,3,2,0,2,3,6,3,1,52,1,15,18,21,1,52,3,2,66.7,1,33.3,14,147,102,4,1,1,3,2,15,2,0,0,0,1,1,0,2,3,2,0,0,0,3,0,1,0.0,Southampton,20200307
8340,Alex McCarthy,1.0,eng ENG,GK,30-095,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,1,0,13,23,56.5,0,9,0,0,0,13,23,56.5,617,601,2,2,100.0,1,1,100.0,10,20,50.0,0,0.0,0.0,1,2,0,0,0,23,11,12,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,22,29,0,0,0,29,0,0,,0,,9,71,52,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Southampton,20200307
8341,13 Players,,,,,927,0,0,0,0,6,3,0,1,458,19,10,18,0.6,0.6,0.6,10,0,227,344,66.0,27,180,14,15,11,227,344,66.0,4112,1995,116,144,80.6,81,119,68.1,27,64,42.2,0,0.6,0.7,5,28,3,0,27,344,289,55,17,1,0,21,24,5,4,1,0,227,0,6,19,11,13,3,3,13,28,46.4,15,18,4,14,10,29,21,1,458,47,145,185,134,11,458,15,11,73.3,4,26.7,180,1167,568,14,7,6,20,11,224,27,0,1,0,14,13,0,21,10,11,0,1,0,39,18,13,58.1,Southampton,20200307
8342,Miguel Almirón,24.0,py PAR,FW,26-026,90,0,0,0,0,2,2,0,0,35,0,1,1,0.7,0.7,0.6,2,0,20,26,76.9,0,31,3,3,2,20,26,76.9,338,12,6,8,75.0,11,12,91.7,1,2,50.0,0,0.6,0.0,1,2,0,0,0,26,26,0,0,0,0,3,0,0,0,0,0,20,0,2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,35,0,2,16,17,4,35,3,2,66.7,1,33.3,31,233,84,3,3,0,3,1,30,5,0,0,0,2,2,0,3,1,0,0,0,0,2,0,0,,Newcastle Utd,20200307
8343,Dwight Gayle,12.0,eng ENG,FW,29-142,90,0,0,0,0,5,3,0,0,19,0,0,1,1.3,1.3,0.0,2,0,6,11,54.5,2,11,0,0,0,6,11,54.5,62,34,3,6,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,2,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,19,0,1,11,7,5,19,0,0,,0,,11,23,6,0,0,0,1,0,15,2,0,0,0,1,2,0,0,0,0,0,0,0,1,3,4,42.9,Newcastle Utd,20200307
8344,Allan Saint-Maximin,10.0,fr FRA,"LM,RM",22-361,90,1,0,0,0,1,1,0,0,46,2,1,1,0.1,0.1,0.5,4,1,20,26,76.9,3,34,4,11,7,20,26,76.9,267,28,14,15,93.3,5,5,100.0,0,2,0.0,0,0.5,0.3,2,1,1,0,3,26,25,1,0,0,0,1,1,0,0,0,0,20,0,3,2,1,1,1,0,1,3,33.3,2,1,0,1,1,3,0,0,46,0,5,19,23,9,46,11,7,63.6,4,36.4,34,328,190,4,2,4,8,1,32,8,0,0,0,1,2,0,1,1,1,0,0,0,2,0,1,0.0,Newcastle Utd,20200307
8345,Jonjo Shelvey,8.0,eng ENG,CM,28-009,90,0,0,0,0,0,0,0,0,101,3,1,1,0.0,0.0,0.3,3,0,74,90,82.2,14,73,4,0,0,74,90,82.2,1666,484,23,27,85.2,33,40,82.5,17,22,77.3,0,0.3,0.1,3,14,4,2,14,90,85,5,2,0,3,6,0,3,2,0,0,74,0,0,3,2,2,1,0,1,2,50.0,1,1,1,0,1,4,1,0,101,4,11,74,16,0,101,0,0,,0,,73,451,275,4,1,0,3,0,72,1,0,0,0,1,0,0,6,1,2,0,0,0,6,0,2,0.0,Newcastle Utd,20200307
8346,Isaac Hayden,14.0,eng ENG,CM,24-351,78,0,0,0,0,1,0,0,0,62,1,2,1,0.1,0.1,0.0,3,0,44,53,83.0,2,41,1,2,2,44,53,83.0,775,130,13,18,72.2,29,31,93.5,1,2,50.0,0,0.0,0.0,1,4,0,0,2,53,51,2,1,0,0,1,0,0,0,0,0,44,0,0,1,1,0,1,0,1,2,50.0,1,1,0,1,2,3,0,0,62,1,7,46,9,3,62,2,2,100.0,0,0.0,41,171,56,1,0,0,2,2,41,1,0,0,0,1,1,0,1,2,1,0,0,0,5,4,3,57.1,Newcastle Utd,20200307
8347,Sean Longstaff,36.0,eng ENG,CM,22-129,12,0,0,0,0,1,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,11,12,91.7,2,10,0,0,0,11,12,91.7,202,21,5,5,100.0,4,4,100.0,2,3,66.7,0,0.0,0.0,0,0,1,0,2,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,14,0,0,12,2,0,14,0,0,,0,,10,48,16,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Newcastle Utd,20200307
8348,Matt Ritchie,11.0,sct SCO,RM,30-179,60,0,0,0,1,1,0,1,0,31,2,0,0,0.8,0.0,0.1,3,0,12,20,60.0,0,13,0,2,1,12,20,60.0,254,97,7,7,100.0,1,1,100.0,3,6,50.0,0,0.1,0.1,2,1,0,0,0,20,14,5,0,0,0,4,1,4,4,0,0,12,1,4,2,0,0,2,0,0,0,,0,0,0,0,0,2,2,0,31,2,7,10,14,1,30,2,1,50.0,1,50.0,13,38,14,0,0,0,1,0,14,0,1,0,0,3,1,0,4,0,0,0,0,0,2,0,2,0.0,Newcastle Utd,20200307
8349,Joelinton,9.0,br BRA,LM,23-206,30,0,0,0,0,1,0,1,0,20,0,0,0,0.1,0.1,0.0,1,0,11,14,78.6,2,15,1,4,2,11,14,78.6,123,20,9,10,90.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,1,0,2,14,14,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,0,2,8,12,2,20,4,2,50.0,2,50.0,15,103,64,1,1,0,1,0,14,5,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,,Newcastle Utd,20200307
8350,Danny Rose,28.0,eng ENG,LB,29-249,90,0,0,0,0,0,0,0,0,65,1,0,1,0.0,0.0,0.0,2,0,47,58,81.0,7,42,1,1,0,47,58,81.0,667,195,27,30,90.0,16,17,94.1,2,4,50.0,0,0.0,0.0,0,6,0,0,7,58,52,6,1,0,0,0,5,0,0,0,0,47,0,3,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,2,0,65,2,12,35,18,1,65,1,0,0.0,1,100.0,42,159,78,1,2,0,2,0,40,8,0,0,0,1,0,0,0,0,1,0,0,0,7,1,1,50.0,Newcastle Utd,20200307
8351,Federico Fernández,18.0,ar ARG,CB,31-015,90,0,0,0,0,0,0,0,0,74,0,0,1,0.0,0.0,0.0,0,0,52,64,81.3,3,49,0,2,0,52,64,81.3,964,387,17,19,89.5,31,37,83.8,2,5,40.0,0,0.0,0.0,0,2,0,0,3,64,61,3,2,0,0,1,1,0,0,0,0,52,0,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,6,0,74,9,33,38,3,0,74,2,0,0.0,2,100.0,49,195,90,0,0,0,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,7,2,4,33.3,Newcastle Utd,20200307
8352,Jamaal Lascelles,6.0,eng ENG,CB,26-117,90,0,0,0,0,1,0,0,0,88,1,2,0,0.0,0.0,0.0,0,0,61,80,76.3,1,61,0,0,0,61,80,76.3,1164,316,17,21,81.0,40,47,85.1,3,9,33.3,0,0.0,0.0,0,4,0,0,1,80,79,0,0,0,0,0,0,0,0,0,0,61,1,0,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,3,0,88,9,37,48,3,0,88,0,0,,0,,61,237,104,0,2,0,0,0,55,0,0,0,0,2,1,1,0,2,0,0,0,0,11,3,0,100.0,Newcastle Utd,20200307
8353,Javier Manquillo,19.0,es ESP,RB,25-307,71,0,0,0,0,0,0,1,0,62,4,0,0,0.0,0.0,0.0,0,0,36,50,72.0,2,37,0,1,0,36,50,72.0,394,97,25,29,86.2,6,13,46.2,0,0,,0,0.0,0.0,0,2,0,0,2,50,39,11,1,0,0,4,10,0,0,0,0,36,0,3,4,2,2,0,2,0,1,0.0,1,0,0,0,0,4,4,0,62,4,16,22,24,1,62,1,0,0.0,1,100.0,37,137,47,0,0,0,1,1,34,5,1,0,0,1,1,0,4,0,2,0,0,0,4,0,0,,Newcastle Utd,20200307
8354,Valentino Lazaro,23.0,at AUT,RB,23-349,19,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.0,1,0,16,18,88.9,0,14,0,2,1,16,18,88.9,208,74,10,11,90.9,6,6,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,18,14,4,0,0,0,0,3,1,0,0,0,16,0,0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,22,0,7,9,6,0,22,2,1,50.0,1,50.0,14,53,20,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Newcastle Utd,20200307
8355,Martin Dúbravka,1.0,sk SVK,GK,31-052,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,1,0,15,22,68.2,0,8,0,0,0,15,22,68.2,481,354,1,1,100.0,7,7,100.0,7,14,50.0,0,0.0,0.0,0,0,0,0,0,22,9,13,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,20,23,0,0,0,23,0,0,,0,,8,35,20,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,Newcastle Utd,20200307
