,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Performance_x,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries_x,Carries_x,Take-Ons_x,Take-Ons_x,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Take-Ons_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Carries_y,Receiving,Receiving,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Performance_y,Aerial Duels,Aerial Duels,Aerial Duels,club,date
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries_x,PrgC,Att,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries_y,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Unnamed: 123_level_1,Unnamed: 124_level_1
1590,Moussa Sissoko,17.0,fr FRA,RM,30-036,66,0,0,0,0,0,0,1,0,36,0,1,0,0.0,0.0,0.0,0,0,27,31,87.1,1,20,2,1,1,27,31,87.1,520,88,13,14,92.9,8,10,80.0,6,7,85.7,0,0.0,0.0,0,2,0,0,1,31,29,2,2,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,36,0,9,21,6,0,36,1,1,100.0,0,0.0,20,94,40,2,0,0,1,0,20,0,1,0,0,2,1,0,1,1,0,0,0,0,7,2,0,100.0,Tottenham,20190921
1591,Victor Wanyama,12.0,ke KEN,DM,28-088,24,0,0,0,0,0,0,1,0,20,0,0,0,0.0,0.0,0.0,1,0,18,20,90.0,5,11,0,1,1,18,20,90.0,346,130,4,6,66.7,12,12,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,5,20,18,2,1,0,1,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,0,2,16,3,0,20,1,1,100.0,0,0.0,11,96,60,0,1,0,0,0,11,0,1,0,0,1,1,0,0,0,0,0,0,0,4,1,0,100.0,Tottenham,20190921
1592,Harry Winks,8.0,eng ENG,"DM,RM",23-231,90,0,0,0,0,0,0,0,0,78,0,0,1,0.0,0.0,0.3,2,0,63,74,85.1,13,57,5,0,0,63,74,85.1,1001,365,33,38,86.8,25,28,89.3,4,5,80.0,0,0.3,0.1,1,6,1,0,13,74,69,5,4,0,1,0,0,0,0,0,0,63,0,2,0,0,0,0,0,0,3,0.0,3,1,1,0,0,0,1,0,78,3,13,49,19,0,78,0,0,,0,,57,338,175,5,5,0,3,1,60,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,,Tottenham,20190921
1593,Danny Rose,3.0,eng ENG,LB,29-081,90,0,0,0,0,0,0,0,0,82,4,1,1,0.0,0.0,0.0,2,0,47,68,69.1,11,43,4,1,0,47,68,69.1,714,394,30,33,90.9,15,25,60.0,2,6,33.3,0,0.0,0.0,1,6,1,1,11,68,59,9,1,0,0,4,8,0,0,0,0,47,0,4,4,3,1,3,0,2,3,66.7,1,1,0,1,1,5,6,0,82,7,27,44,12,3,82,1,0,0.0,1,100.0,43,185,125,4,2,2,0,0,44,2,0,0,0,0,2,0,4,1,3,0,0,0,8,2,0,100.0,Tottenham,20190921
1594,Jan Vertonghen,5.0,be BEL,CB,32-150,90,0,0,0,0,0,0,0,0,52,3,0,0,0.0,0.0,0.0,0,0,36,43,83.7,0,32,0,0,0,36,43,83.7,624,279,13,14,92.9,18,20,90.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0,43,38,4,4,0,0,0,0,0,0,0,0,36,1,0,3,2,3,0,0,1,1,100.0,0,0,0,0,0,3,6,0,52,15,35,18,0,0,52,0,0,,0,,32,141,78,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,2,0,0,0,9,1,0,100.0,Tottenham,20190921
1595,Toby Alderweireld,4.0,be BEL,CB,30-203,90,0,0,0,0,0,0,0,0,51,1,2,2,0.0,0.0,0.0,0,0,29,41,70.7,2,27,0,0,0,29,41,70.7,568,254,10,13,76.9,13,17,76.5,4,9,44.4,0,0.0,0.0,0,4,0,0,2,41,39,2,2,0,0,0,0,0,0,0,0,29,0,0,1,1,1,0,0,1,2,50.0,1,2,2,0,2,3,2,0,51,11,30,20,2,1,51,0,0,,0,,27,103,72,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,1,0,0,0,5,4,3,57.1,Tottenham,20190921
1596,Serge Aurier,24.0,ci CIV,RB,26-271,90,0,0,0,0,1,0,0,0,80,1,2,0,0.0,0.0,0.1,3,0,49,69,71.0,5,52,6,4,1,49,69,71.0,601,260,37,43,86.0,8,14,57.1,2,8,25.0,0,0.1,0.1,2,2,3,0,5,69,60,9,0,0,0,6,9,0,0,0,0,49,0,0,1,1,0,1,0,1,3,33.3,2,0,0,0,2,3,2,0,80,2,10,31,39,4,80,4,1,25.0,3,75.0,52,277,165,6,3,1,1,1,57,16,0,0,0,3,2,1,6,2,1,0,0,0,1,1,1,50.0,Tottenham,20190921
1597,Paulo Gazzaniga,22.0,ar ARG,GK,27-262,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,21,27,77.8,0,12,0,0,0,21,27,77.8,357,231,10,10,100.0,9,9,100.0,2,7,28.6,0,0.0,0.0,0,0,0,0,0,27,13,13,2,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,31,29,31,0,0,0,31,0,0,,0,,12,55,42,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tottenham,20190921
1598,14 Players,,,,,990,1,1,0,0,11,4,2,0,658,18,8,8,1.1,1.1,1.1,22,2,422,540,78.1,61,411,30,16,7,422,540,78.1,6488,2479,232,262,88.5,137,173,79.2,33,64,51.6,1,1.1,0.7,11,36,12,1,61,540,481,56,19,1,3,22,21,2,1,1,0,422,3,12,18,13,6,12,0,6,17,35.3,11,8,3,5,8,26,25,0,658,75,172,305,190,26,658,16,7,43.8,9,56.3,411,2019,1113,30,20,8,21,14,421,61,2,0,0,13,16,3,22,8,13,0,0,0,55,15,12,55.6,Tottenham,20190921
1599,Sergio Agüero,10.0,ar ARG,FW,31-111,90,1,1,1,1,5,0,0,0,51,1,1,0,2.0,1.3,0.9,4,2,31,40,77.5,1,39,3,3,3,31,40,77.5,305,40,22,28,78.6,6,7,85.7,0,0,,1,0.9,0.7,3,1,1,0,1,40,39,1,0,0,0,0,0,0,0,0,0,31,0,0,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,51,0,0,21,31,13,50,3,3,100.0,0,0.0,39,140,46,3,1,3,0,2,43,7,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,100.0,Manchester City,20190921
1600,Bernardo Silva,20.0,pt POR,LW,25-042,90,3,0,0,0,5,4,1,0,72,4,0,0,1.2,1.2,0.1,6,2,55,59,93.2,3,56,1,2,2,55,59,93.2,704,162,41,41,100.0,11,12,91.7,2,3,66.7,0,0.1,0.2,2,2,2,1,3,59,59,0,0,0,1,3,0,0,0,0,0,55,0,2,4,2,1,1,2,2,2,100.0,0,0,0,0,0,4,0,0,72,0,9,27,36,6,72,2,2,100.0,0,0.0,56,237,94,1,2,1,0,1,60,11,1,0,0,2,1,0,3,0,2,0,0,0,4,1,0,100.0,Manchester City,20190921
1601,Riyad Mahrez,26.0,dz ALG,RW,28-212,90,1,1,0,0,4,2,0,0,71,2,0,1,0.4,0.4,0.5,11,6,52,58,89.7,3,53,8,5,3,52,58,89.7,768,145,33,34,97.1,14,17,82.4,4,5,80.0,1,0.5,0.4,4,1,3,1,3,58,55,3,0,0,0,3,2,1,1,0,0,52,0,1,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,0,0,71,0,3,28,40,6,71,5,3,60.0,2,40.0,53,398,231,8,7,2,1,2,56,9,0,0,0,0,2,1,3,0,1,1,0,0,1,0,0,,Manchester City,20190921
1602,David Silva,21.0,es ESP,LM,33-256,90,1,0,0,0,4,1,0,0,96,1,0,0,1.0,1.0,0.0,9,1,80,90,88.9,10,82,3,3,3,80,90,88.9,1119,195,46,47,97.9,22,25,88.0,5,5,100.0,0,0.0,0.1,1,2,0,0,10,90,87,2,2,0,0,1,0,0,0,0,0,80,1,1,1,0,0,0,1,1,3,33.3,2,0,0,0,0,1,0,0,96,0,10,45,41,8,96,3,3,100.0,0,0.0,82,359,210,3,4,1,0,1,88,7,0,0,0,0,2,0,1,0,0,0,0,0,6,0,1,0.0,Manchester City,20190921
1603,Rodri,16.0,es ESP,CM,23-091,90,0,0,0,0,2,1,0,0,99,2,0,1,0.0,0.0,0.0,3,0,85,93,91.4,6,74,1,1,1,85,93,91.4,1395,397,38,41,92.7,33,36,91.7,8,9,88.9,0,0.0,0.0,1,4,0,0,6,93,91,2,2,0,1,0,0,0,0,0,0,85,0,0,2,2,0,2,0,1,1,100.0,0,1,0,1,0,2,1,0,99,1,15,79,9,0,99,1,1,100.0,0,0.0,74,396,251,1,2,0,0,0,70,0,0,0,0,2,2,0,0,0,2,0,0,0,10,6,1,85.7,Manchester City,20190921
1604,Kevin De Bruyne,17.0,be BEL,RM,28-085,90,1,2,0,0,4,1,0,0,84,0,0,1,0.5,0.5,2.1,13,3,64,75,85.3,4,67,5,4,4,64,75,85.3,1013,354,40,42,95.2,13,17,76.5,10,12,83.3,2,2.1,1.0,8,5,3,2,4,75,69,5,0,1,1,6,1,4,1,1,0,64,1,0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,84,1,3,47,35,9,84,4,4,100.0,0,0.0,67,346,199,5,2,3,0,1,71,7,0,0,0,0,1,0,6,0,0,0,0,0,2,0,1,0.0,Manchester City,20190921
1605,Benjamin Mendy,22.0,fr FRA,LB,25-066,45,0,0,0,0,0,0,0,0,63,0,0,1,0.0,0.0,0.0,0,0,49,61,80.3,4,50,4,1,0,49,61,80.3,621,147,32,33,97.0,11,16,68.8,2,4,50.0,0,0.0,0.0,0,2,1,0,4,61,54,7,0,0,0,4,7,0,0,0,0,49,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,63,0,8,37,19,0,63,1,0,0.0,1,100.0,50,175,98,4,2,0,0,0,50,4,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,,Manchester City,20190921
1606,Angeliño,12.0,es ESP,LB,22-260,45,0,0,0,0,0,0,1,0,44,0,2,0,0.0,0.0,0.6,3,0,30,39,76.9,3,36,0,1,1,30,39,76.9,442,133,19,21,90.5,9,14,64.3,2,2,100.0,0,0.6,0.4,2,2,3,3,3,39,35,4,1,0,0,4,3,0,0,0,0,30,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,44,0,11,20,14,1,44,1,1,100.0,0,0.0,36,178,106,0,4,0,2,1,33,4,1,0,0,1,0,0,4,2,0,0,0,0,4,0,0,,Manchester City,20190921
1607,Fernandinho,25.0,br BRA,CB,34-140,90,0,0,0,0,0,0,0,0,90,2,0,1,0.0,0.0,0.0,0,0,77,82,93.9,7,71,2,0,0,77,82,93.9,1427,558,37,40,92.5,27,28,96.4,13,14,92.9,0,0.0,0.0,0,6,0,0,7,82,80,2,2,0,1,0,0,0,0,0,0,77,0,0,2,2,2,0,0,2,2,100.0,0,1,1,0,0,2,1,0,90,4,34,56,1,1,90,0,0,,0,,71,360,268,2,0,0,1,0,66,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,100.0,Manchester City,20190921
1608,Nicolás Otamendi,30.0,ar ARG,CB,31-221,62,1,0,0,0,2,1,0,0,52,3,1,0,0.6,0.6,0.0,1,1,44,46,95.7,0,38,1,0,0,44,46,95.7,790,210,18,19,94.7,24,25,96.0,2,2,100.0,0,0.0,0.0,0,1,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,44,0,0,3,2,3,0,0,1,2,50.0,1,0,0,0,1,4,0,0,52,7,20,30,2,2,52,0,0,,0,,38,186,120,1,0,0,0,0,43,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,100.0,Manchester City,20190921
1609,Eric García,50.0,es ESP,CB,18-255,28,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,1,0,23,24,95.8,6,23,0,0,0,23,24,95.8,384,181,11,12,91.7,10,10,100.0,2,2,100.0,0,0.0,0.0,0,3,0,0,6,24,24,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,27,1,9,18,0,0,27,0,0,,0,,23,117,73,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Manchester City,20190921
1610,Kyle Walker,2.0,eng ENG,RB,29-116,53,0,0,0,0,1,0,0,0,49,0,2,0,0.0,0.0,0.0,1,0,39,46,84.8,6,31,0,1,1,39,46,84.8,641,109,20,23,87.0,13,15,86.7,4,6,66.7,0,0.0,0.0,0,8,0,0,6,46,41,5,0,0,2,1,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,49,0,4,39,7,0,49,1,1,100.0,0,0.0,31,153,72,0,1,0,0,0,35,3,0,0,0,0,0,1,1,2,0,0,0,0,3,1,0,100.0,Manchester City,20190921
1611,João Cancelo,27.0,pt POR,RB,25-117,37,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,1,0,32,36,88.9,2,31,2,1,0,32,36,88.9,412,77,23,23,100.0,7,9,77.8,1,2,50.0,0,0.0,0.0,0,3,0,0,2,36,34,2,0,0,1,1,2,0,0,0,0,32,0,1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,38,0,9,24,6,0,38,1,0,0.0,1,100.0,31,177,114,2,1,0,0,0,30,3,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0.0,Manchester City,20190921
1612,Ederson,31.0,br BRA,GK,26-035,90,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,28,29,96.6,0,23,0,0,0,28,29,96.6,662,330,3,3,100.0,20,20,100.0,5,6,83.3,0,0.0,0.0,0,0,0,0,0,29,27,2,1,0,0,0,0,0,0,0,0,28,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,32,27,32,0,0,0,32,0,0,,0,,23,105,57,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Manchester City,20190921
1613,14 Players,,,,,990,8,4,1,1,27,10,2,0,868,18,6,5,5.9,5.1,4.3,53,15,689,778,88.6,55,674,30,22,18,689,778,88.6,10683,3038,383,407,94.1,220,251,87.6,60,72,83.3,4,4.3,2.8,21,40,13,7,55,778,741,35,8,1,7,23,20,5,2,1,0,689,2,7,18,12,9,5,4,11,18,61.1,7,5,1,4,6,24,5,0,868,41,167,471,241,46,867,22,18,81.8,4,18.2,674,3327,1939,30,26,10,4,8,686,55,2,0,0,5,9,2,23,6,12,1,0,0,52,11,4,73.3,Manchester City,20190921
1614,Gerard Deulofeu,7.0,es ESP,FW,25-192,76,0,0,0,0,3,3,1,0,26,0,1,0,0.2,0.2,0.0,1,0,13,19,68.4,0,12,5,4,1,13,19,68.4,194,11,7,8,87.5,6,7,85.7,0,3,0.0,0,0.0,0.0,0,0,0,0,0,19,6,12,0,0,0,4,0,4,3,1,0,13,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,26,0,1,14,12,2,26,4,1,25.0,3,75.0,12,145,102,5,3,1,0,1,9,4,1,0,0,0,0,0,4,1,0,0,0,0,2,0,1,0.0,Watford,20190921
1615,Andre Gray,18.0,jm JAM,FW,28-087,14,0,0,0,0,1,1,0,0,15,0,0,0,0.1,0.1,0.1,1,0,4,8,50.0,1,6,0,1,0,4,8,50.0,50,17,3,5,60.0,1,2,50.0,0,0,,0,0.1,0.0,1,0,1,0,1,8,7,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,0,1,7,7,4,15,1,0,0.0,1,100.0,6,69,0,0,0,0,2,0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0,Watford,20190921
1616,Tom Cleverley,8.0,eng ENG,"LM,FW",30-040,90,0,0,0,0,1,0,0,0,26,0,2,1,0.1,0.1,0.0,2,0,14,17,82.4,2,16,1,2,1,14,17,82.4,155,59,13,13,100.0,1,1,100.0,0,2,0.0,0,0.0,0.1,1,0,2,0,2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,2,0,26,4,10,11,6,1,26,2,1,50.0,1,50.0,16,80,41,1,1,0,1,0,16,3,0,0,0,0,1,0,0,2,0,0,0,0,4,0,1,0.0,Watford,20190921
1617,Will Hughes,19.0,eng ENG,"LM,RM",24-157,58,0,0,0,0,0,0,0,0,19,2,1,0,0.0,0.0,0.0,0,0,5,12,41.7,1,6,0,1,1,5,12,41.7,80,33,2,4,50.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,12,12,0,0,0,0,0,0,0,0,0,0,5,0,2,2,2,0,1,1,1,2,50.0,1,0,0,0,1,3,2,0,19,1,5,7,7,1,19,1,1,100.0,0,0.0,6,9,4,0,0,0,0,1,7,1,0,0,0,1,0,0,0,1,2,0,0,0,2,1,0,100.0,Watford,20190921
1618,Ismaila Sarr,23.0,sn SEN,FW,21-208,32,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,8,10,80.0,1,11,1,1,1,8,10,80.0,120,34,3,4,75.0,5,6,83.3,0,0,,0,0.0,0.0,0,0,1,0,1,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,1,8,5,0,14,1,1,100.0,0,0.0,11,55,45,1,0,0,1,1,11,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0.0,Watford,20190921
1619,Abdoulaye Doucouré,16.0,ml MLI,CM,26-263,90,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,1,0,32,33,97.0,3,28,0,1,0,32,33,97.0,553,142,16,16,100.0,10,10,100.0,5,5,100.0,0,0.0,0.0,0,1,1,0,3,33,32,1,1,0,0,0,0,0,0,0,0,32,0,0,1,0,1,0,0,0,4,0.0,4,0,0,0,0,1,2,0,38,2,15,21,2,0,38,1,0,0.0,1,100.0,28,118,59,0,0,0,0,0,27,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,0,,Watford,20190921
1620,Étienne Capoue,29.0,fr FRA,CM,31-072,90,0,0,0,0,0,0,0,0,55,2,4,1,0.0,0.0,0.1,1,0,39,42,92.9,4,33,0,0,0,39,42,92.9,626,196,22,22,100.0,12,13,92.3,5,6,83.3,0,0.1,0.0,1,3,0,0,4,42,42,0,0,0,0,0,0,0,0,0,0,39,0,0,2,0,0,2,0,2,6,33.3,4,1,0,1,4,6,0,0,55,2,19,35,2,0,55,0,0,,0,,33,102,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,4,0,0,0,0,6,1,0,100.0,Watford,20190921
1621,Dimitri Foulquier,36.0,fr FRA,RM,26-182,32,0,0,0,0,0,0,0,0,7,0,1,1,0.0,0.0,0.0,0,0,2,2,100.0,1,5,1,1,1,2,2,100.0,26,24,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,7,1,4,2,2,0,7,1,1,100.0,0,0.0,5,36,27,1,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0.0,Watford,20190921
1622,Roberto Pereyra,37.0,ar ARG,"RM,FW",28-257,58,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.0,0,0,14,16,87.5,0,22,1,4,2,14,16,87.5,188,22,8,9,88.9,3,4,75.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0,23,0,0,15,8,2,23,4,2,50.0,2,50.0,22,100,14,1,2,0,1,4,22,4,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0.0,Watford,20190921
1623,José Holebas,25.0,gr GRE,LB,35-086,90,0,0,0,0,0,0,0,0,47,2,0,1,0.0,0.0,0.1,2,0,27,38,71.1,0,25,1,1,0,27,38,71.1,414,105,13,15,86.7,12,15,80.0,2,6,33.3,0,0.1,0.0,1,0,0,0,0,38,31,7,0,0,0,0,7,0,0,0,0,27,0,1,2,0,2,0,0,0,0,,0,1,0,1,0,2,4,0,47,5,14,28,5,0,47,1,0,0.0,1,100.0,25,146,46,1,1,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,33.3,Watford,20190921
1624,Adrian Mariappa,6.0,jm JAM,CB,32-353,90,0,0,0,0,0,0,0,0,46,1,2,0,0.0,0.0,0.0,0,0,37,39,94.9,0,32,0,0,0,37,39,94.9,686,107,12,12,100.0,22,22,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,37,0,0,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,4,0,46,8,30,16,0,0,46,0,0,,0,,32,135,52,0,0,0,0,0,34,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,,Watford,20190921
1625,Craig Dawson,4.0,eng ENG,CB,29-138,90,0,0,0,0,0,0,0,0,56,0,1,4,0.0,0.0,0.0,0,0,39,46,84.8,2,38,0,0,0,39,46,84.8,789,229,14,15,93.3,19,19,100.0,5,11,45.5,0,0.0,0.0,0,1,0,0,2,46,46,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2,0.0,2,4,4,0,1,1,4,0,56,10,38,18,0,0,56,0,0,,0,,38,134,51,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,Watford,20190921
1626,Kiko Femenía,21.0,es ESP,RB,28-231,90,0,0,0,0,0,0,1,0,51,3,0,1,0.0,0.0,0.0,0,0,38,43,88.4,1,28,1,2,0,38,43,88.4,461,123,27,28,96.4,10,13,76.9,0,1,0.0,0,0.0,0.0,0,2,0,0,1,43,34,9,1,0,0,0,8,0,0,0,0,38,0,0,3,2,2,1,0,0,2,0.0,2,1,0,1,0,3,1,0,51,2,19,28,5,0,51,2,0,0.0,2,100.0,28,119,48,1,0,0,2,0,28,1,1,0,0,2,2,0,0,0,2,0,0,0,2,0,1,0.0,Watford,20190921
1627,Ben Foster,26.0,eng ENG,GK,36-171,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,11,37,29.7,0,21,0,0,0,11,37,29.7,355,303,0,0,,7,7,100.0,4,29,13.8,0,0.0,0.0,0,1,0,0,0,37,24,12,2,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,41,34,40,1,0,0,41,0,0,,0,,21,153,107,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,Watford,20190921
1628,14 Players,,,,,990,0,0,0,0,5,4,2,0,464,12,12,10,0.4,0.4,0.4,9,0,283,362,78.2,16,283,11,18,7,283,362,78.2,4697,1405,141,152,92.8,112,123,91.1,24,67,35.8,0,0.4,0.1,4,9,5,0,16,362,318,42,4,0,1,4,15,4,3,1,0,283,2,4,12,5,6,4,2,4,22,18.2,18,10,4,6,12,24,21,0,464,69,197,211,61,10,464,18,7,38.9,11,61.1,283,1401,627,11,7,1,10,7,280,16,2,0,0,9,5,2,4,12,5,0,1,0,39,4,11,26.7,Watford,20190921
1629,Joelinton,9.0,br BRA,FW,23-038,90,0,0,0,0,3,0,0,0,25,1,0,0,0.2,0.2,0.1,4,0,11,14,78.6,0,18,2,1,1,11,14,78.6,174,30,6,7,85.7,4,5,80.0,1,1,100.0,0,0.1,0.1,2,1,0,0,0,14,13,1,0,0,0,0,1,0,0,0,0,11,0,1,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,25,1,1,12,12,7,25,1,1,100.0,0,0.0,18,78,47,2,0,3,4,2,21,5,0,0,0,2,1,0,0,0,1,0,0,0,3,4,12,25.0,Newcastle Utd,20190921
1630,Christian Atsu,30.0,gh GHA,"LM,RM",27-254,90,0,0,0,0,1,0,1,0,37,0,0,3,0.1,0.1,0.0,1,0,21,27,77.8,3,24,3,3,2,21,27,77.8,243,98,14,16,87.5,3,5,60.0,1,2,50.0,0,0.0,0.0,0,1,0,0,3,27,27,0,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,,0,3,0,3,0,0,2,0,37,2,10,15,15,2,37,3,2,66.7,1,33.3,24,227,146,3,3,1,1,1,22,1,1,0,0,1,0,0,1,0,0,0,0,0,7,1,1,50.0,Newcastle Utd,20190921
1631,Jonjo Shelvey,8.0,eng ENG,CM,27-206,72,0,0,0,0,1,1,0,0,40,0,1,1,0.0,0.0,0.2,4,0,22,33,66.7,2,19,1,1,1,22,33,66.7,492,147,5,8,62.5,9,11,81.8,7,12,58.3,0,0.2,0.1,4,2,0,0,2,33,27,6,3,0,1,5,0,3,1,2,0,22,0,1,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,40,2,8,27,5,0,40,1,1,100.0,0,0.0,19,94,49,1,0,0,2,0,20,0,0,0,0,0,1,0,5,1,0,0,0,0,5,1,0,100.0,Newcastle Utd,20190921
